day,store_id,store_format,category,dow,month,promo_flag,lag_7,lag_14,roll_28_mean,sales
528,S06,super,cat_E,3,5,1,109.5,322.66,63.5967857142857,263.0
529,S06,super,cat_E,4,5,0,113.96,256.31,97.07642857142855,93.87
530,S06,super,cat_E,5,5,0,139.82,128.61,54.23928571428569,128.45
531,S06,super,cat_E,6,5,1,134.74,159.11,45.35321428571427,379.01
532,S06,super,cat_E,0,5,1,96.51,98.13,56.95821428571428,308.27
533,S06,super,cat_E,1,5,0,126.88,369.89,103.87296296296293,90.74
534,S06,super,cat_E,2,5,0,227.6,122.69,76.16499999999998,126.88
535,S06,super,cat_E,3,5,0,263.0,109.5,62.59071428571427,107.89
536,S06,super,cat_E,4,5,0,93.87,113.96,90.09428571428569,90.63
537,S06,super,cat_E,5,5,1,128.45,139.82,76.12749999999998,353.27
538,S06,super,cat_E,6,5,0,379.01,134.74,55.74142857142856,149.26
539,S06,super,cat_E,0,5,1,308.27,96.51,79.12392857142856,303.69
500,S06,super,cat_F,3,4,0,75.26,66.66,92.08214285714283,64.28
501,S06,super,cat_F,4,4,0,63.41,61.81,63.78607142857141,68.84
502,S06,super,cat_F,5,4,0,100.42,162.39,96.41214285714284,92.15
503,S06,super,cat_F,6,4,0,96.14,102.93,55.4867857142857,92.43
504,S06,super,cat_F,0,4,1,81.76,74.02,47.43821428571427,178.9
505,S06,super,cat_F,1,4,0,72.33,78.53,53.587857142857125,64.74
506,S06,super,cat_F,2,4,1,64.94,81.38,84.93888888888887,208.57
507,S06,super,cat_F,3,4,1,64.28,75.26,85.21857142857141,213.37
508,S06,super,cat_F,4,4,0,68.84,63.41,63.85999999999998,77.49
509,S06,super,cat_F,5,4,1,92.15,100.42,98.08249999999998,285.66
510,S06,super,cat_F,6,5,1,92.43,96.14,77.89964285714284,255.4
511,S06,super,cat_F,0,5,1,178.9,81.76,60.023928571428556,203.51
512,S06,super,cat_F,1,5,1,64.74,72.33,78.56249999999999,191.76
513,S06,super,cat_F,2,5,0,208.57,64.94,72.92071428571427,84.59
514,S06,super,cat_F,3,5,0,213.37,64.28,67.88285714285713,66.64
515,S06,super,cat_F,4,5,0,77.49,68.84,69.55785714285712,76.24
516,S06,super,cat_F,5,5,0,285.66,92.15,157.68892857142853,100.35
517,S06,super,cat_F,6,5,1,255.4,92.43,70.8492857142857,215.41
518,S06,super,cat_F,0,5,0,203.51,178.9,58.3992857142857,58.88
519,S06,super,cat_F,1,5,0,191.76,64.74,89.51035714285713,59.02
520,S06,super,cat_F,2,5,1,84.59,208.57,103.40571428571427,172.35
521,S06,super,cat_F,3,5,1,66.64,213.37,75.76285714285713,177.74
522,S06,super,cat_F,4,5,0,76.24,77.49,110.37071428571427,64.4
523,S06,super,cat_F,5,5,1,100.35,285.66,66.89074074074072,248.02
524,S06,super,cat_F,6,5,0,215.41,255.4,62.4367857142857,67.74
525,S06,super,cat_F,0,5,1,58.88,203.51,52.70392857142855,192.4
526,S06,super,cat_F,1,5,0,59.02,191.76,90.99392857142855,73.3
527,S06,super,cat_F,2,5,1,172.35,84.59,93.63107142857142,205.56
528,S06,super,cat_F,3,5,0,177.74,66.64,63.95999999999999,57.49
529,S06,super,cat_F,4,5,0,64.4,76.24,98.35607142857141,74.56
530,S06,super,cat_F,5,5,0,248.02,100.35,54.59535714285712,97.44
531,S06,super,cat_F,6,5,0,67.74,215.41,44.321071428571415,95.55
532,S06,super,cat_F,0,5,0,192.4,58.88,57.25607142857142,64.47
533,S06,super,cat_F,1,5,0,73.3,59.02,99.02037037037034,77.08
534,S06,super,cat_F,2,5,0,205.56,172.35,75.57142857142856,74.87
535,S06,super,cat_F,3,5,0,57.49,177.74,63.08678571428569,64.73
536,S06,super,cat_F,4,5,1,74.56,64.4,90.37607142857142,184.27
537,S06,super,cat_F,5,5,1,97.44,248.02,75.47964285714285,245.23
538,S06,super,cat_F,6,5,0,95.55,67.74,55.67571428571427,73.71
539,S06,super,cat_F,0,5,1,64.47,192.4,81.39142857142856,175.46
500,S06,super,cat_G,3,4,0,103.06,119.38,93.06607142857142,118.85
501,S06,super,cat_G,4,4,0,179.6,86.59,63.90107142857141,84.3
502,S06,super,cat_G,5,4,0,128.33,132.4,96.63821428571428,121.47
503,S06,super,cat_G,6,4,0,137.64,132.88,55.35892857142856,155.76
504,S06,super,cat_G,0,4,0,113.9,104.48,47.14392857142855,117.94
505,S06,super,cat_G,1,4,1,97.6,108.77,53.66892857142856,236.66
506,S06,super,cat_G,2,4,1,99.83,102.51,80.11629629629627,275.25
507,S06,super,cat_G,3,4,1,118.85,103.06,85.57071428571427,288.73
508,S06,super,cat_G,4,4,1,84.3,179.6,63.60535714285713,209.88
509,S06,super,cat_G,5,4,0,121.47,128.33,97.88499999999999,127.23
510,S06,super,cat_G,6,5,0,155.76,137.64,77.92678571428569,135.53
511,S06,super,cat_G,0,5,0,117.94,113.9,59.82714285714284,93.55
512,S06,super,cat_G,1,5,0,236.66,97.6,79.28607142857142,109.89
513,S06,super,cat_G,2,5,0,275.25,99.83,73.21392857142855,104.9
514,S06,super,cat_G,3,5,1,288.73,118.85,67.59857142857142,305.62
515,S06,super,cat_G,4,5,1,209.88,84.3,69.15392857142855,260.7
516,S06,super,cat_G,5,5,1,127.23,121.47,157.36964285714285,364.51
517,S06,super,cat_G,6,5,0,135.53,155.76,71.22607142857142,124.3
518,S06,super,cat_G,0,5,0,93.55,117.94,57.75392857142855,89.58
519,S06,super,cat_G,1,5,0,109.89,236.66,86.97892857142855,108.08
520,S06,super,cat_G,2,5,0,104.9,275.25,102.16999999999997,102.93
521,S06,super,cat_G,3,5,0,305.62,288.73,74.40964285714283,87.37
522,S06,super,cat_G,4,5,1,260.7,209.88,106.80535714285713,295.41
523,S06,super,cat_G,5,5,1,364.51,127.23,57.57407407407407,338.48
524,S06,super,cat_G,6,5,0,124.3,135.53,62.46749999999999,114.81
525,S06,super,cat_G,0,5,1,89.58,93.55,52.66464285714284,245.12
526,S06,super,cat_G,1,5,0,108.08,109.89,90.41607142857141,114.15
527,S06,super,cat_G,2,5,1,102.93,104.9,93.5492857142857,276.75
528,S06,super,cat_G,3,5,0,87.37,305.62,64.0067857142857,101.42
529,S06,super,cat_G,4,5,0,295.41,260.7,98.12178571428569,108.97
530,S06,super,cat_G,5,5,1,338.48,364.51,54.70142857142855,360.37
531,S06,super,cat_G,6,5,0,114.81,124.3,44.42642857142855,103.55
532,S06,super,cat_G,0,5,0,245.12,89.58,55.898214285714275,90.09
533,S06,super,cat_G,1,5,0,114.15,108.08,99.81037037037036,107.92
534,S06,super,cat_G,2,5,0,276.75,102.93,75.62892857142856,104.46
535,S06,super,cat_G,3,5,0,101.42,87.37,62.969642857142844,116.24
536,S06,super,cat_G,4,5,0,108.97,295.41,90.61749999999998,100.28
537,S06,super,cat_G,5,5,0,360.37,338.48,75.42571428571428,115.82
538,S06,super,cat_G,6,5,0,103.55,114.81,56.14785714285713,130.87
539,S06,super,cat_G,0,5,1,90.09,245.12,82.32178571428571,253.49
500,S06,super,cat_H,3,4,1,91.08,109.22,91.5417857142857,250.55
501,S06,super,cat_H,4,4,0,128.45,93.76,63.97642857142856,89.17
502,S06,super,cat_H,5,4,1,110.32,151.57,97.90214285714285,370.01
503,S06,super,cat_H,6,4,0,123.77,142.44,55.907499999999985,111.57
504,S06,super,cat_H,0,4,0,104.91,118.25,46.90499999999998,108.02
505,S06,super,cat_H,1,4,1,97.91,119.63,53.843571428571416,289.2
506,S06,super,cat_H,2,4,0,179.85,94.43,81.0459259259259,100.14
507,S06,super,cat_H,3,4,0,250.55,91.08,84.93892857142855,87.76
508,S06,super,cat_H,4,4,1,89.17,128.45,63.23821428571427,254.4
509,S06,super,cat_H,5,4,1,370.01,110.32,98.54714285714284,342.53
510,S06,super,cat_H,6,5,1,111.57,123.77,78.05178571428569,345.09
511,S06,super,cat_H,0,5,1,108.02,104.91,59.98071428571427,235.57
512,S06,super,cat_H,1,5,0,289.2,97.91,79.1475,85.57
513,S06,super,cat_H,2,5,0,100.14,179.85,73.33964285714283,101.13
514,S06,super,cat_H,3,5,1,87.76,250.55,68.76249999999999,263.57
515,S06,super,cat_H,4,5,0,254.4,89.17,68.89392857142856,99.18
516,S06,super,cat_H,5,5,1,342.53,370.01,157.5967857142857,309.67
517,S06,super,cat_H,6,5,0,345.09,111.57,70.75035714285713,113.74
518,S06,super,cat_H,0,5,1,235.57,108.02,57.759285714285696,323.01
519,S06,super,cat_H,1,5,0,85.57,289.2,86.7535714285714,104.44
520,S06,super,cat_H,2,5,0,101.13,100.14,105.1992857142857,89.78
521,S06,super,cat_H,3,5,1,263.57,87.76,79.52392857142856,293.21
522,S06,super,cat_H,4,5,1,99.18,254.4,109.92714285714284,281.97
523,S06,super,cat_H,5,5,0,309.67,342.53,55.76703703703702,105.35
524,S06,super,cat_H,6,5,0,113.74,345.09,62.6917857142857,110.61
525,S06,super,cat_H,0,5,1,323.01,235.57,53.99321428571427,266.93
526,S06,super,cat_H,1,5,0,104.44,85.57,90.3817857142857,106.54
527,S06,super,cat_H,2,5,0,89.78,101.13,90.65749999999998,100.93
528,S06,super,cat_H,3,5,1,293.21,263.57,63.29214285714284,268.05
529,S06,super,cat_H,4,5,0,281.97,99.18,97.37035714285715,91.93
530,S06,super,cat_H,5,5,1,105.35,309.67,56.55571428571427,325.93
531,S06,super,cat_H,6,5,0,110.61,113.74,45.10999999999998,121.75
532,S06,super,cat_H,0,5,0,266.93,323.01,56.18321428571427,100.1
533,S06,super,cat_H,1,5,1,106.54,104.44,97.88407407407406,284.02
534,S06,super,cat_H,2,5,0,100.93,89.78,72.77821428571427,93.96
535,S06,super,cat_H,3,5,1,268.05,293.21,65.16535714285712,229.91
536,S06,super,cat_H,4,5,0,91.93,281.97,90.0835714285714,99.64
537,S06,super,cat_H,5,5,1,325.93,105.35,75.66749999999999,308.8
538,S06,super,cat_H,6,5,0,121.75,110.61,56.05607142857141,103.61
539,S06,super,cat_H,0,5,0,100.1,266.93,82.30678571428568,96.51
500,S07,super,cat_A,3,4,0,98.77,86.7,91.6375,95.64
501,S07,super,cat_A,4,4,1,103.7,110.64,63.75678571428569,286.78
502,S07,super,cat_A,5,4,0,133.93,213.39,96.82714285714283,148.48
503,S07,super,cat_A,6,4,0,122.49,154.56,55.920714285714276,118.16
504,S07,super,cat_A,0,4,1,126.37,86.26,46.694999999999986,271.99
505,S07,super,cat_A,1,4,0,123.38,101.38,53.70714285714284,113.2
506,S07,super,cat_A,2,4,0,129.82,97.14,81.16999999999997,124.91
507,S07,super,cat_A,3,4,1,95.64,98.77,83.13249999999998,290.0
508,S07,super,cat_A,4,4,0,286.78,103.7,63.87142857142856,116.49
509,S07,super,cat_A,5,4,0,148.48,133.93,97.20714285714284,148.41
510,S07,super,cat_A,6,5,0,118.16,122.49,78.78821428571426,130.96
511,S07,super,cat_A,0,5,1,271.99,126.37,59.68214285714284,292.13
512,S07,super,cat_A,1,5,0,113.2,123.38,79.83321428571428,92.78
513,S07,super,cat_A,2,5,1,124.91,129.82,71.12857142857142,298.63
514,S07,super,cat_A,3,5,0,290.0,95.64,68.2567857142857,124.33
515,S07,super,cat_A,4,5,1,116.49,286.78,69.13607142857141,306.57
516,S07,super,cat_A,5,5,0,148.41,148.48,157.5585714285714,139.74
517,S07,super,cat_A,6,5,1,130.96,118.16,71.24964285714285,296.42
518,S07,super,cat_A,0,5,1,292.13,271.99,58.33999999999998,279.72
519,S07,super,cat_A,1,5,0,92.78,113.2,85.85357142857141,78.82
520,S07,super,cat_A,2,5,1,298.63,124.91,103.44142857142856,251.32
521,S07,super,cat_A,3,5,0,124.33,290.0,76.28499999999998,110.38
522,S07,super,cat_A,4,5,1,306.57,116.49,112.52892857142855,261.58
523,S07,super,cat_A,5,5,0,139.74,148.41,56.11892857142856,137.94
524,S07,super,cat_A,6,5,1,296.42,130.96,62.60321428571427,349.4
525,S07,super,cat_A,0,5,0,279.72,292.13,55.27499999999998,87.4
526,S07,super,cat_A,1,5,1,78.82,92.78,88.63214285714284,269.17
527,S07,super,cat_A,2,5,1,251.32,298.63,89.89285714285712,310.58
528,S07,super,cat_A,3,5,1,110.38,124.33,63.882499999999986,254.52
529,S07,super,cat_A,4,5,1,261.58,306.57,101.4767857142857,299.59
530,S07,super,cat_A,5,5,0,137.94,139.74,57.87285714285713,129.14
531,S07,super,cat_A,6,5,1,349.4,296.42,45.063571428571414,337.49
532,S07,super,cat_A,0,5,0,87.4,279.72,56.42464285714284,83.43
533,S07,super,cat_A,1,5,1,269.17,78.82,97.72111111111109,267.29
534,S07,super,cat_A,2,5,1,310.58,251.32,72.61821428571427,235.88
535,S07,super,cat_A,3,5,0,254.52,110.38,67.98714285714284,94.79
536,S07,super,cat_A,4,5,0,299.59,261.58,90.1135714285714,105.95
537,S07,super,cat_A,5,5,1,129.14,137.94,76.42642857142854,343.94
538,S07,super,cat_A,6,5,0,337.49,349.4,55.97642857142855,117.86
539,S07,super,cat_A,0,5,0,83.43,87.4,82.01357142857141,114.79
500,S07,super,cat_B,3,4,0,107.53,156.9,91.36607142857142,99.38
501,S07,super,cat_B,4,4,0,110.31,105.3,63.860714285714266,109.35
502,S07,super,cat_B,5,4,1,133.15,128.68,96.46214285714284,356.34
503,S07,super,cat_B,6,4,0,110.84,121.08,55.38571428571428,99.86
504,S07,super,cat_B,0,4,0,101.06,83.77,46.742857142857126,94.93
505,S07,super,cat_B,1,4,0,93.18,83.28,53.65607142857141,97.77
506,S07,super,cat_B,2,4,0,93.55,115.42,78.84925925925924,81.05
507,S07,super,cat_B,3,4,0,99.38,107.53,82.75892857142856,84.86
508,S07,super,cat_B,4,4,1,109.35,110.31,61.985357142857126,208.97
509,S07,super,cat_B,5,4,0,356.34,133.15,96.87107142857141,117.82
510,S07,super,cat_B,6,5,0,99.86,110.84,79.6435714285714,147.66
511,S07,super,cat_B,0,5,0,94.93,101.06,60.22857142857141,80.44
512,S07,super,cat_B,1,5,0,97.77,93.18,79.84285714285713,98.56
513,S07,super,cat_B,2,5,1,81.05,93.55,71.50892857142856,278.84
514,S07,super,cat_B,3,5,0,84.86,99.38,68.49035714285712,101.96
515,S07,super,cat_B,4,5,0,208.97,109.35,69.89107142857141,83.99
516,S07,super,cat_B,5,5,0,117.82,356.34,157.80214285714285,131.97
517,S07,super,cat_B,6,5,0,147.66,99.86,70.69821428571427,118.32
518,S07,super,cat_B,0,5,0,80.44,94.93,57.21321428571427,84.79
519,S07,super,cat_B,1,5,0,98.56,97.77,83.24285714285713,83.64
520,S07,super,cat_B,2,5,1,278.84,81.05,98.49642857142855,236.92
521,S07,super,cat_B,3,5,0,101.96,84.86,76.0342857142857,74.13
522,S07,super,cat_B,4,5,1,83.99,208.97,115.5367857142857,237.76
523,S07,super,cat_B,5,5,0,131.97,117.82,56.65321428571428,97.62
524,S07,super,cat_B,6,5,0,118.32,147.66,62.13142857142856,121.72
525,S07,super,cat_B,0,5,0,84.79,80.44,55.70607142857141,95.15
526,S07,super,cat_B,1,5,1,83.64,98.56,93.21607142857142,195.17
527,S07,super,cat_B,2,5,0,236.92,278.84,90.63749999999997,81.64
528,S07,super,cat_B,3,5,1,74.13,101.96,63.979285714285695,213.47
529,S07,super,cat_B,4,5,0,237.76,83.99,102.03321428571427,89.46
530,S07,super,cat_B,5,5,1,97.62,131.97,57.94214285714285,280.78
531,S07,super,cat_B,6,5,0,121.72,118.32,45.517499999999984,93.59
532,S07,super,cat_B,0,5,0,95.15,84.79,56.31714285714285,78.15
533,S07,super,cat_B,1,5,0,195.17,83.64,95.2885185185185,101.35
534,S07,super,cat_B,2,5,1,81.64,236.92,71.9242857142857,218.0
535,S07,super,cat_B,3,5,0,213.47,74.13,67.6217857142857,81.4
536,S07,super,cat_B,4,5,1,89.46,237.76,89.76392857142855,262.2
537,S07,super,cat_B,5,5,1,280.78,97.62,76.24035714285712,310.33
538,S07,super,cat_B,6,5,0,93.59,121.72,55.48035714285713,96.4
539,S07,super,cat_B,0,5,0,78.15,95.15,82.77999999999997,101.29
500,S07,super,cat_C,3,4,1,193.64,118.61,91.78499999999998,109.29
501,S07,super,cat_C,4,4,1,162.16,152.75,63.29892857142856,253.83
502,S07,super,cat_C,5,4,0,253.01,195.52,96.99464285714284,160.8
503,S07,super,cat_C,6,4,0,163.45,179.62,57.30249999999999,295.45
504,S07,super,cat_C,0,4,1,143.13,213.56,46.2242857142857,508.13
505,S07,super,cat_C,1,4,0,154.37,142.1,53.173928571428554,177.07
506,S07,super,cat_C,2,4,0,74.31,181.61,79.86259259259258,117.39
507,S07,super,cat_C,3,4,1,109.29,193.64,82.66142857142856,22.31
508,S07,super,cat_C,4,4,0,253.83,162.16,62.743928571428555,29.91
509,S07,super,cat_C,5,4,1,160.8,253.01,96.74142857142854,484.14
510,S07,super,cat_C,6,5,0,295.45,163.45,79.80642857142855,183.62
511,S07,super,cat_C,0,5,0,508.13,143.13,60.31607142857142,130.7
512,S07,super,cat_C,1,5,1,177.07,154.37,80.05607142857141,210.05
513,S07,super,cat_C,2,5,0,117.39,74.31,71.73178571428569,158.73
514,S07,super,cat_C,3,5,0,22.31,109.29,68.03214285714284,208.49
515,S07,super,cat_C,4,5,0,29.91,253.83,70.24607142857141,203.17
516,S07,super,cat_C,5,5,1,484.14,160.8,157.9975,428.26
517,S07,super,cat_C,6,5,1,183.62,295.45,71.16249999999998,522.81
518,S07,super,cat_C,0,5,0,130.7,508.13,57.264999999999986,189.08
519,S07,super,cat_C,1,5,1,210.05,177.07,82.66321428571428,130.96
520,S07,super,cat_C,2,5,0,158.73,117.39,98.90285714285712,174.91
521,S07,super,cat_C,3,5,0,208.49,22.31,75.47464285714284,9.45
522,S07,super,cat_C,4,5,0,203.17,29.91,113.76142857142857,173.32
523,S07,super,cat_C,5,5,0,428.26,484.14,57.19428571428569,111.88
524,S07,super,cat_C,6,5,1,522.81,183.62,62.23071428571427,444.25
525,S07,super,cat_C,0,5,0,189.08,130.7,55.7142857142857,169.08
526,S07,super,cat_C,1,5,0,130.96,210.05,91.3417857142857,99.42
527,S07,super,cat_C,2,5,1,174.91,158.73,90.09392857142855,206.06
528,S07,super,cat_C,3,5,0,9.45,208.49,64.80964285714285,222.83
529,S07,super,cat_C,4,5,0,173.32,203.17,104.1867857142857,114.76
530,S07,super,cat_C,5,5,0,111.88,428.26,57.76142857142855,150.45
531,S07,super,cat_C,6,5,0,444.25,522.81,45.587857142857125,153.31
532,S07,super,cat_C,0,5,1,169.08,189.08,56.514642857142846,321.04
533,S07,super,cat_C,1,5,0,99.42,130.96,91.89555555555553,134.89
534,S07,super,cat_C,2,5,1,206.06,174.91,71.7692857142857,375.32
535,S07,super,cat_C,3,5,1,222.83,9.45,67.58892857142855,301.33
536,S07,super,cat_C,4,5,0,114.76,173.32,89.5360714285714,97.9
537,S07,super,cat_C,5,5,0,150.45,111.88,78.1492857142857,206.15
538,S07,super,cat_C,6,5,0,153.31,444.25,55.78285714285713,209.67
539,S07,super,cat_C,0,5,0,321.04,169.08,82.6867857142857,173.86
500,S07,super,cat_D,3,4,1,91.92,85.73,93.68214285714284,253.46
501,S07,super,cat_D,4,4,1,78.19,79.82,63.765714285714274,215.16
502,S07,super,cat_D,5,4,0,104.08,110.46,97.12535714285714,111.18
503,S07,super,cat_D,6,4,1,113.62,105.1,57.67035714285713,299.56
504,S07,super,cat_D,0,4,0,82.82,76.8,45.85785714285713,101.32
505,S07,super,cat_D,1,4,1,78.0,75.4,53.719642857142844,241.92
506,S07,super,cat_D,2,4,0,80.35,93.63,80.2685185185185,80.89
507,S07,super,cat_D,3,4,1,253.46,91.92,80.41999999999997,254.26
508,S07,super,cat_D,4,4,0,215.16,78.19,62.7767857142857,88.26
509,S07,super,cat_D,5,4,1,111.18,104.08,96.45249999999999,274.88
510,S07,super,cat_D,6,5,1,299.56,113.62,79.56071428571427,256.65
511,S07,super,cat_D,0,5,0,101.32,82.82,60.417142857142835,81.72
512,S07,super,cat_D,1,5,0,241.92,78.0,81.49571428571427,94.04
513,S07,super,cat_D,2,5,0,80.89,80.35,71.22607142857142,80.59
514,S07,super,cat_D,3,5,1,254.26,253.46,68.27749999999999,211.47
515,S07,super,cat_D,4,5,1,88.26,215.16,70.4442857142857,201.68
516,S07,super,cat_D,5,5,1,274.88,111.18,150.37642857142856,249.15
517,S07,super,cat_D,6,5,1,256.65,299.56,71.49714285714285,245.63
518,S07,super,cat_D,0,5,1,81.72,101.32,57.24357142857141,204.87
519,S07,super,cat_D,1,5,0,94.04,241.92,82.98285714285713,81.68
520,S07,super,cat_D,2,5,1,80.59,80.89,95.85285714285712,208.88
521,S07,super,cat_D,3,5,0,211.47,254.26,79.34607142857142,63.15
522,S07,super,cat_D,4,5,0,201.68,88.26,117.08321428571426,80.79
523,S07,super,cat_D,5,5,1,249.15,274.88,57.413571428571416,254.62
524,S07,super,cat_D,6,5,1,245.63,256.65,61.16857142857141,295.81
525,S07,super,cat_D,0,5,0,204.87,81.72,55.6842857142857,95.17
526,S07,super,cat_D,1,5,0,81.68,94.04,96.58464285714284,95.11
527,S07,super,cat_D,2,5,0,208.88,80.59,90.62321428571427,63.89
528,S07,super,cat_D,3,5,1,63.15,211.47,64.71214285714284,145.4
529,S07,super,cat_D,4,5,0,80.79,201.68,105.11964285714284,64.25
530,S07,super,cat_D,5,5,1,254.62,249.15,57.988214285714264,277.19
531,S07,super,cat_D,6,5,0,295.81,245.63,45.4617857142857,96.01
532,S07,super,cat_D,0,5,0,95.17,204.87,56.82499999999998,76.08
533,S07,super,cat_D,1,5,1,95.11,81.68,88.99666666666664,216.03
534,S07,super,cat_D,2,5,1,63.89,208.88,71.81964285714284,212.17
535,S07,super,cat_D,3,5,1,145.4,63.15,67.68249999999998,219.87
536,S07,super,cat_D,4,5,0,64.25,80.79,89.32142857142856,78.65
537,S07,super,cat_D,5,5,0,277.19,254.62,78.84321428571427,103.17
538,S07,super,cat_D,6,5,0,96.01,295.81,55.37999999999998,99.96
539,S07,super,cat_D,0,5,1,76.08,95.17,82.04071428571426,189.56
500,S07,super,cat_E,3,4,0,92.18,115.95,93.7567857142857,154.21
501,S07,super,cat_E,4,4,1,87.8,119.35,63.50785714285713,252.63
502,S07,super,cat_E,5,4,0,135.38,135.05,97.36392857142856,133.23
503,S07,super,cat_E,6,4,0,154.88,149.15,57.69071428571427,129.9
504,S07,super,cat_E,0,4,0,105.22,137.63,46.08499999999999,106.08
505,S07,super,cat_E,1,4,1,107.17,97.29,53.64499999999998,408.24
506,S07,super,cat_E,2,4,0,112.21,119.96,81.00888888888886,124.25
507,S07,super,cat_E,3,4,0,154.21,92.18,77.49857142857141,121.88
508,S07,super,cat_E,4,4,0,252.63,87.8,62.968571428571416,111.26
509,S07,super,cat_E,5,4,1,133.23,135.38,96.22607142857142,394.42
510,S07,super,cat_E,6,5,0,129.9,154.88,79.42357142857142,137.56
511,S07,super,cat_E,0,5,0,106.08,105.22,61.01999999999999,92.75
512,S07,super,cat_E,1,5,1,408.24,107.17,81.9192857142857,323.48
513,S07,super,cat_E,2,5,0,124.25,112.21,72.68857142857141,132.18
514,S07,super,cat_E,3,5,1,121.88,154.21,67.8842857142857,388.05
515,S07,super,cat_E,4,5,0,111.26,252.63,70.72035714285713,120.74
516,S07,super,cat_E,5,5,0,394.42,133.23,141.2485714285714,101.83
517,S07,super,cat_E,6,5,1,137.56,129.9,71.46535714285713,362.29
518,S07,super,cat_E,0,5,1,92.75,106.08,57.27142857142855,333.44
519,S07,super,cat_E,1,5,0,323.48,408.24,82.91214285714284,115.7
520,S07,super,cat_E,2,5,0,132.18,124.25,98.15464285714283,89.07
521,S07,super,cat_E,3,5,0,388.05,121.88,76.46035714285712,126.72
522,S07,super,cat_E,4,5,1,120.74,111.26,115.89071428571427,282.38
523,S07,super,cat_E,5,5,0,101.83,394.42,57.67749999999999,118.15
524,S07,super,cat_E,6,5,0,362.29,137.56,61.092857142857135,118.07
525,S07,super,cat_E,0,5,0,333.44,92.75,55.07035714285713,103.85
526,S07,super,cat_E,1,5,0,115.7,323.48,100.92071428571425,107.91
527,S07,super,cat_E,2,5,0,89.07,132.18,89.63071428571426,96.94
528,S07,super,cat_E,3,5,1,126.72,388.05,64.74607142857141,324.76
529,S07,super,cat_E,4,5,1,282.38,120.74,105.5175,265.4
530,S07,super,cat_E,5,5,0,118.15,101.83,58.023214285714275,136.75
531,S07,super,cat_E,6,5,1,118.07,362.29,45.20142857142856,372.07
532,S07,super,cat_E,0,5,0,103.85,333.44,58.71535714285714,94.74
533,S07,super,cat_E,1,5,0,107.91,115.7,90.37407407407406,88.68
534,S07,super,cat_E,2,5,0,96.94,89.07,71.7642857142857,90.21
535,S07,super,cat_E,3,5,0,324.76,126.72,68.16357142857142,117.43
536,S07,super,cat_E,4,5,1,265.4,282.38,89.12571428571427,263.81
537,S07,super,cat_E,5,5,0,136.75,118.15,79.60857142857141,120.58
538,S07,super,cat_E,6,5,0,372.07,118.07,55.51892857142855,135.3
539,S07,super,cat_E,0,5,0,94.74,103.85,82.49964285714283,101.35
500,S07,super,cat_F,3,4,0,88.25,78.05,92.6892857142857,70.52
501,S07,super,cat_F,4,4,1,81.76,78.73,63.19785714285713,186.75
502,S07,super,cat_F,5,4,0,80.61,88.64,96.82142857142856,81.34
503,S07,super,cat_F,6,4,0,93.61,103.75,57.47964285714284,90.48
504,S07,super,cat_F,0,4,1,84.96,74.85,45.477857142857125,187.07
505,S07,super,cat_F,1,4,0,72.95,67.48,53.97714285714284,79.12
506,S07,super,cat_F,2,4,0,78.31,78.49,80.35333333333331,68.68
507,S07,super,cat_F,3,4,1,70.52,88.25,77.01249999999997,197.11
508,S07,super,cat_F,4,4,0,186.75,81.76,63.0592857142857,77.42
509,S07,super,cat_F,5,4,1,81.34,80.61,96.06428571428569,259.87
510,S07,super,cat_F,6,5,1,90.48,93.61,79.34607142857139,255.62
511,S07,super,cat_F,0,5,0,187.07,84.96,61.16249999999999,69.49
512,S07,super,cat_F,1,5,0,79.12,72.95,82.34857142857142,61.0
513,S07,super,cat_F,2,5,1,68.68,78.31,73.22857142857141,198.05
514,S07,super,cat_F,3,5,0,197.11,70.52,67.49714285714283,72.22
515,S07,super,cat_F,4,5,1,77.42,186.75,70.19499999999998,179.4
516,S07,super,cat_F,5,5,1,259.87,81.34,141.4092857142857,245.11
517,S07,super,cat_F,6,5,0,255.62,90.48,70.94535714285713,105.43
518,S07,super,cat_F,0,5,0,69.49,187.07,58.67249999999998,77.46
519,S07,super,cat_F,1,5,0,61.0,79.12,83.56749999999998,54.49
520,S07,super,cat_F,2,5,0,198.05,68.68,98.50071428571427,65.65
521,S07,super,cat_F,3,5,1,72.22,197.11,77.46071428571426,187.45
522,S07,super,cat_F,4,5,1,179.4,77.42,116.75607142857142,173.25
523,S07,super,cat_F,5,5,1,245.11,259.87,56.91857142857141,288.61
524,S07,super,cat_F,6,5,1,105.43,255.62,59.94964285714284,223.97
525,S07,super,cat_F,0,5,0,77.46,69.49,55.34214285714284,65.0
526,S07,super,cat_F,1,5,0,54.49,61.0,104.5835714285714,71.82
527,S07,super,cat_F,2,5,1,65.65,198.05,90.5842857142857,201.42
528,S07,super,cat_F,3,5,1,187.45,72.22,65.66214285714284,191.7
529,S07,super,cat_F,4,5,1,173.25,179.4,104.93714285714285,169.05
530,S07,super,cat_F,5,5,1,288.61,245.11,58.439642857142836,207.73
531,S07,super,cat_F,6,5,0,223.97,105.43,44.96714285714284,98.24
532,S07,super,cat_F,0,5,1,65.0,77.46,57.79249999999998,166.07
533,S07,super,cat_F,1,5,0,71.82,54.49,87.46555555555554,77.37
534,S07,super,cat_F,2,5,0,201.42,65.65,73.86749999999998,59.96
